"Reach height, standing",Stature,"Eye height, standing",Shoulder height,"Fist height, standing","Thigh clearance, sitting","Elbow height, sitting","Popliteal height, sitting","Eye height, sitting",Sitting height,"Reach height, sitting",Breadth over the elbows,Shoulder breadth (bi-deltoid),Hip breadth,Elbow-finger tip length,Abdominal depth,Buttock-popliteal depth,Hand length,Hand width (with thumb),Body mass,"Cervical (c7) height, sitting","Cervical (c7)-backplane depth, sitting","Sacrum-backplane depth, sitting",Heel height,"Palm height, standing"
1508.0,1473.0,1335.0,543.0,774.0,125.0,223.0,431.0,666.0,386.0,731.0,400.0,384.0,319.0,406.0,249.0,463.0,148.0,71.0,44.0,564.0,41.0,36.0,45.0,
1779.0,1599.0,1504.0,568.0,755.0,125.0,223.0,435.0,732.0,398.0,,430.0,398.0,393.0,442.0,288.0,467.0,179.0,75.0,68.0,625.0,52.0,4.0,37.0,
1594.0,1536.0,1431.0,574.0,719.0,144.0,223.0,444.0,678.0,409.0,,571.0,425.0,512.0,446.0,453.0,486.0,156.0,75.0,98.2,587.0,38.0,1.0,35.0,
1729.0,1656.0,1546.0,593.0,795.0,134.0,223.0,415.0,761.0,375.0,970.0,396.0,393.0,354.0,461.0,254.0,489.0,186.0,75.0,52.5,640.0,81.0,6.0,40.0,780.0
1721.0,1576.0,1458.0,549.0,718.0,149.0,223.0,476.0,659.0,436.0,,498.0,408.0,451.0,465.0,429.0,527.0,181.0,78.0,85.6,608.0,124.0,14.0,40.0,
1684.0,1580.0,1468.0,582.0,733.0,120.0,224.0,427.0,738.0,387.0,,443.0,408.0,351.0,427.0,309.0,466.0,178.0,72.0,69.6,637.0,82.0,14.0,40.0,
1721.0,1547.0,1447.0,543.0,744.0,141.0,224.0,463.0,708.0,430.0,1010.0,498.0,429.0,444.0,450.0,373.0,489.0,182.0,77.0,84.8,593.0,88.0,28.0,33.0,757.0
1667.0,1590.0,1505.0,538.0,767.0,118.0,224.0,455.0,748.0,415.0,1030.0,378.0,374.0,372.0,433.0,351.0,492.0,175.0,74.0,62.1,586.0,63.0,1.0,40.0,758.0
1685.0,1588.0,1472.0,564.0,755.0,137.0,224.0,452.0,735.0,412.0,1005.0,420.0,391.0,408.0,442.0,341.0,500.0,178.0,79.0,79.5,604.0,73.0,5.0,40.0,708.0
,,,592.0,,85.0,225.0,419.0,767.0,374.0,,378.0,385.0,332.0,458.0,280.0,456.0,183.0,88.0,50.5,634.0,61.0,10.0,45.0,
1761.0,1554.0,1472.0,564.0,715.0,137.0,225.0,403.0,746.0,373.0,1040.0,434.0,400.0,361.0,426.0,323.0,468.0,175.0,78.0,65.5,596.0,75.0,1.0,30.0,731.0
1755.0,1554.0,1427.0,540.0,756.0,95.0,225.0,483.0,673.0,435.0,1035.0,478.0,402.0,378.0,430.0,300.0,468.0,178.0,68.0,62.4,583.0,96.0,14.0,48.0,751.0
1589.0,1535.0,1431.0,537.0,725.0,119.0,225.0,458.0,678.0,413.0,,480.0,344.0,373.0,411.0,297.0,476.0,169.0,55.0,59.0,572.0,79.0,3.0,45.0,
1665.0,1566.0,1438.0,549.0,760.0,132.0,225.0,440.0,729.0,390.0,975.0,451.0,416.0,350.0,444.0,287.0,483.0,178.0,73.0,62.2,597.0,58.0,18.0,50.0,729.0
1645.0,1566.0,1495.0,543.0,760.0,122.0,225.0,453.0,692.0,418.0,,460.0,384.0,378.0,407.0,384.0,486.0,173.0,63.0,65.7,573.0,54.0,26.0,35.0,
,,,550.0,,124.0,225.0,428.0,672.0,378.0,,366.0,354.0,326.0,426.0,279.0,492.0,162.0,66.0,50.0,592.0,96.0,26.0,50.0,
1712.0,1515.0,1428.0,589.0,743.0,133.0,225.0,425.0,714.0,370.0,1030.0,346.0,370.0,371.0,416.0,267.0,494.0,174.0,65.0,53.0,587.0,47.0,1.0,55.0,709.0
1770.0,1582.0,1478.0,558.0,722.0,140.0,225.0,427.0,718.0,397.0,1010.0,462.0,380.0,435.0,420.0,321.0,505.0,166.0,75.0,70.3,580.0,65.0,1.0,30.0,769.0
1648.0,1532.0,1467.0,529.0,702.0,122.0,226.0,442.0,639.0,422.0,,408.0,384.0,367.0,416.0,317.0,457.0,164.0,73.0,58.5,578.0,96.0,21.0,20.0,
,,,545.0,738.0,136.0,226.0,448.0,667.0,418.0,,488.0,393.0,407.0,411.0,338.0,490.0,174.0,76.0,72.0,588.0,86.0,54.0,30.0,
,,,541.0,,116.0,226.0,408.0,695.0,372.0,,507.0,422.0,395.0,427.0,347.0,506.0,185.0,79.0,67.5,571.0,74.0,7.0,36.0,
,,,583.0,,141.0,226.0,435.0,754.0,395.0,,503.0,449.0,453.0,475.0,355.0,508.0,183.0,81.0,90.0,638.0,76.0,1.0,40.0,
,,,592.0,,126.0,226.0,474.0,668.0,434.0,1000.0,452.0,404.0,378.0,469.0,366.0,528.0,188.0,84.0,71.8,622.0,96.0,54.0,40.0,
1750.0,1654.0,1575.0,592.0,820.0,136.0,226.0,509.0,697.0,470.0,,476.0,416.0,389.0,473.0,342.0,548.0,169.0,79.0,79.5,587.0,77.0,4.0,39.0,
,,,550.0,,120.0,227.0,430.0,682.0,385.0,,460.0,396.0,374.0,412.0,313.0,415.0,168.0,76.0,63.0,570.0,59.0,4.0,45.0,
1657.0,1509.0,1430.0,534.0,658.0,161.0,227.0,425.0,709.0,387.0,1052.0,562.0,458.0,486.0,450.0,389.0,462.0,184.0,75.0,98.4,602.0,52.0,,38.0,
1688.0,1527.0,1426.0,545.0,750.0,140.0,227.0,415.0,685.0,362.0,1025.0,502.0,456.0,381.0,411.0,363.0,529.0,177.0,68.0,77.9,624.0,90.0,22.0,53.0,705.0
1710.0,1585.0,1467.0,578.0,752.0,144.0,228.0,451.0,711.0,406.0,1033.0,453.0,386.0,398.0,440.0,304.0,450.0,166.0,70.0,70.5,657.0,111.0,14.0,45.0,750.0
1618.0,1510.0,1413.0,558.0,754.0,125.0,228.0,440.0,662.0,395.0,,435.0,377.0,376.0,415.0,290.0,466.0,162.0,74.0,59.4,584.0,58.0,21.0,45.0,
1627.0,1546.0,1478.0,553.0,765.0,126.0,228.0,433.0,730.0,393.0,1030.0,389.0,371.0,382.0,432.0,304.0,493.0,167.0,72.0,60.0,561.0,37.0,2.0,40.0,746.0
1710.0,1615.0,1521.0,565.0,740.0,138.0,228.0,475.0,762.0,430.0,1092.0,492.0,425.0,398.0,473.0,349.0,505.0,187.0,79.0,83.0,598.0,55.0,,45.0,793.0
1756.0,1607.0,1517.0,564.0,777.0,139.0,228.0,471.0,732.0,432.0,960.0,503.0,414.0,397.0,446.0,393.0,512.0,164.0,79.0,79.5,594.0,82.0,1.0,39.0,761.0
1623.0,1553.0,1425.0,558.0,727.0,131.0,228.0,462.0,684.0,412.0,,422.0,389.0,369.0,443.0,384.0,522.0,181.0,74.0,59.8,568.0,107.0,65.0,50.0,
1710.0,1605.0,1495.0,577.0,787.0,151.0,228.0,430.0,748.0,380.0,1000.0,513.0,418.0,446.0,458.0,387.0,535.0,174.0,80.0,91.3,612.0,61.0,8.0,50.0,738.0
1427.0,1491.0,1115.0,549.0,757.0,140.0,229.0,427.0,637.0,387.0,680.0,355.0,,314.0,416.0,266.0,428.0,173.0,72.0,51.7,587.0,60.0,20.0,40.0,711.0
1539.0,1486.0,1411.0,553.0,725.0,127.0,229.0,417.0,587.0,367.0,,419.0,366.0,342.0,414.0,302.0,442.0,155.0,70.0,56.0,569.0,68.0,13.0,50.0,
,,,532.0,,143.0,229.0,421.0,662.0,383.0,,484.0,407.0,369.0,414.0,344.0,447.0,153.0,70.0,76.0,575.0,89.0,14.0,38.0,
1697.0,1546.0,1431.0,555.0,719.0,84.0,229.0,476.0,704.0,434.0,960.0,445.0,379.0,340.0,435.0,297.0,452.0,174.0,80.0,54.2,588.0,39.0,15.0,42.0,710.0
1601.0,1536.0,1448.0,557.0,706.0,111.0,229.0,456.0,694.0,420.0,1032.0,475.0,394.0,384.0,494.0,351.0,464.0,178.0,77.0,74.6,576.0,38.0,12.0,36.0,701.0
1743.0,1536.0,1446.0,540.0,751.0,112.0,229.0,445.0,713.0,400.0,1040.0,415.0,375.0,387.0,424.0,293.0,472.0,175.0,75.0,63.0,569.0,57.0,1.0,45.0,719.0
1467.0,1461.0,1350.0,537.0,746.0,124.0,229.0,432.0,596.0,403.0,,361.0,347.0,343.0,425.0,297.0,498.0,162.0,71.0,51.5,573.0,128.0,5.0,29.0,
,1652.0,,587.0,,126.0,229.0,468.0,711.0,438.0,1060.0,454.0,388.0,385.0,469.0,362.0,500.0,182.0,81.0,69.0,638.0,94.0,18.0,30.0,
1758.0,1665.0,1555.0,545.0,798.0,120.0,229.0,490.0,682.0,455.0,1020.0,420.0,378.0,373.0,455.0,268.0,501.0,175.0,74.0,65.0,611.0,79.0,,35.0,789.0
1544.0,1505.0,1169.0,527.0,708.0,128.0,229.0,414.0,736.0,374.0,1020.0,467.0,379.0,414.0,445.0,325.0,501.0,177.0,78.0,67.7,546.0,54.0,4.0,40.0,681.0
1606.0,1586.0,1455.0,567.0,746.0,119.0,229.0,461.0,693.0,421.0,,463.0,408.0,383.0,430.0,371.0,513.0,173.0,71.0,68.0,601.0,84.0,64.0,40.0,
,,,541.0,,117.0,230.0,387.0,692.0,342.0,,300.0,360.0,316.0,405.0,265.0,456.0,158.0,75.0,40.7,545.0,76.0,36.0,45.0,
1705.0,1590.0,1489.0,568.0,756.0,115.0,230.0,451.0,709.0,423.0,,460.0,415.0,392.0,420.0,310.0,458.0,167.0,69.0,68.0,607.0,38.0,2.0,28.0,
1585.0,1530.0,1437.0,547.0,743.0,98.0,230.0,432.0,682.0,389.0,1042.0,439.0,400.0,382.0,448.0,304.0,483.0,163.0,73.0,58.0,567.0,42.0,1.0,43.0,724.0
1728.0,1580.0,1457.0,580.0,730.0,133.0,230.0,452.0,742.0,407.0,1060.0,403.0,377.0,363.0,455.0,303.0,491.0,189.0,80.0,60.5,593.0,141.0,12.0,45.0,
1469.0,1478.0,1313.0,549.0,698.0,92.0,231.0,459.0,702.0,414.0,,358.0,327.0,330.0,418.0,253.0,418.0,168.0,76.0,42.5,609.0,63.0,38.0,45.0,
1481.0,1490.0,1366.0,552.0,763.0,98.0,231.0,475.0,672.0,440.0,,393.0,354.0,334.0,400.0,301.0,447.0,156.0,69.0,45.1,561.0,48.0,64.0,35.0,
1688.0,1528.0,1428.0,566.0,733.0,112.0,231.0,432.0,702.0,410.0,998.0,467.0,386.0,376.0,418.0,372.0,473.0,165.0,75.0,70.0,599.0,67.0,28.0,22.0,746.0
1666.0,1516.0,1453.0,549.0,709.0,104.0,231.0,396.0,733.0,371.0,1070.0,418.0,409.0,322.0,428.0,307.0,477.0,181.0,72.0,58.3,577.0,22.0,26.0,25.0,711.0
,1418.0,,553.0,,113.0,231.0,391.0,664.0,346.0,,359.0,357.0,330.0,387.0,277.0,477.0,152.0,69.0,48.7,582.0,97.0,45.0,45.0,
,,,506.0,,117.0,231.0,419.0,673.0,379.0,,377.0,354.0,389.0,402.0,336.0,500.0,157.0,60.0,56.5,546.0,38.0,8.0,40.0,
,,,551.0,,143.0,231.0,373.0,666.0,372.0,910.0,521.0,404.0,450.0,432.0,389.0,517.0,170.0,75.0,86.0,596.0,86.0,,1.0,
1695.0,1542.0,1448.0,534.0,723.0,113.0,232.0,485.0,679.0,450.0,905.0,467.0,430.0,350.0,437.0,306.0,458.0,172.0,78.0,66.5,595.0,34.0,40.0,35.0,
1569.0,1402.0,1320.0,457.0,632.0,103.0,232.0,408.0,609.0,368.0,1000.0,480.0,365.0,364.0,393.0,330.0,462.0,150.0,78.0,62.0,482.0,76.0,11.0,40.0,600.0
,1505.0,1390.0,490.0,,124.0,232.0,431.0,655.0,381.0,,440.0,387.0,324.0,413.0,212.0,506.0,174.0,70.0,42.5,540.0,66.0,37.0,50.0,
1562.0,1508.0,,542.0,769.0,134.0,232.0,435.0,654.0,395.0,,447.0,391.0,409.0,430.0,369.0,507.0,175.0,80.0,70.0,576.0,79.0,40.0,40.0,
,,,548.0,,139.0,232.0,433.0,679.0,398.0,928.0,420.0,409.0,391.0,421.0,295.0,533.0,162.0,70.0,63.3,593.0,70.0,48.0,35.0,
1673.0,1529.0,1441.0,550.0,703.0,139.0,233.0,460.0,716.0,410.0,1092.0,475.0,415.0,407.0,441.0,305.0,437.0,181.0,79.0,67.2,593.0,37.0,6.0,50.0,710.0
1670.0,1503.0,1434.0,547.0,721.0,101.0,233.0,393.0,716.0,353.0,982.0,377.0,357.0,319.0,405.0,261.0,440.0,162.0,74.0,47.0,597.0,80.0,,40.0,707.0
1484.0,1505.0,1420.0,549.0,731.0,140.0,233.0,415.0,682.0,375.0,857.0,487.0,450.0,353.0,400.0,358.0,442.0,190.0,82.0,72.0,599.0,81.0,31.0,40.0,722.0
1582.0,1509.0,1387.0,527.0,664.0,102.0,233.0,460.0,658.0,435.0,,424.0,385.0,415.0,416.0,341.0,462.0,158.0,68.0,67.0,554.0,46.0,41.0,25.0,
1740.0,1513.0,1400.0,532.0,725.0,114.0,233.0,446.0,691.0,386.0,992.0,390.0,378.0,333.0,427.0,257.0,473.0,164.0,76.0,51.0,580.0,76.0,31.0,60.0,690.0
1445.0,1518.0,1405.0,543.0,733.0,168.0,233.0,459.0,699.0,399.0,,495.0,444.0,466.0,435.0,404.0,484.0,166.0,85.0,87.8,583.0,84.0,11.0,60.0,
1787.0,1635.0,1534.0,611.0,782.0,124.0,233.0,448.0,752.0,423.0,1011.0,468.0,423.0,424.0,451.0,297.0,485.0,184.0,78.0,72.8,651.0,81.0,,25.0,
,,,538.0,,106.0,233.0,397.0,704.0,347.0,,397.0,357.0,350.0,430.0,250.0,495.0,165.0,68.0,48.0,599.0,91.0,58.0,50.0,
1968.0,1712.0,1579.0,582.0,790.0,148.0,233.0,485.0,786.0,430.0,1243.0,454.0,396.0,398.0,470.0,328.0,506.0,197.0,81.0,73.4,646.0,76.0,15.0,55.0,775.0
,1620.0,,569.0,781.0,139.0,233.0,465.0,699.0,420.0,,457.0,390.0,409.0,461.0,327.0,515.0,178.0,76.0,66.5,604.0,85.0,16.0,45.0,
1885.0,1690.0,1599.0,584.0,810.0,130.0,233.0,495.0,750.0,460.0,1080.0,460.0,395.0,363.0,472.0,289.0,533.0,196.0,81.0,65.4,609.0,45.0,5.0,35.0,771.0
,1587.0,1472.0,551.0,,105.0,234.0,489.0,723.0,449.0,952.0,420.0,370.0,360.0,450.0,291.0,430.0,168.0,62.0,56.5,592.0,80.0,18.0,40.0,
1587.0,1542.0,1448.0,542.0,763.0,119.0,234.0,441.0,689.0,413.0,975.0,435.0,380.0,342.0,417.0,301.0,437.0,172.0,74.0,59.6,588.0,76.0,5.0,28.0,
,,,541.0,,131.0,234.0,433.0,644.0,408.0,910.0,384.0,335.0,368.0,450.0,312.0,482.0,174.0,73.0,56.0,566.0,131.0,31.0,25.0,
1788.0,1617.0,1517.0,554.0,736.0,144.0,234.0,451.0,707.0,408.0,,474.0,376.0,442.0,474.0,319.0,506.0,176.0,81.0,80.0,612.0,79.0,5.0,43.0,
1674.0,1660.0,1554.0,565.0,799.0,130.0,234.0,473.0,718.0,423.0,950.0,372.0,376.0,410.0,470.0,293.0,528.0,190.0,72.0,70.6,596.0,90.0,1.0,50.0,771.0
,,,558.0,,150.0,234.0,434.0,681.0,389.0,,438.0,397.0,340.0,432.0,311.0,559.0,168.0,74.0,50.0,580.0,46.0,86.0,45.0,
1646.0,1520.0,1513.0,539.0,733.0,145.0,235.0,448.0,714.0,403.0,1124.0,484.0,408.0,369.0,415.0,341.0,444.0,156.0,75.0,70.4,590.0,78.0,22.0,45.0,695.0
1662.0,1481.0,1370.0,551.0,695.0,131.0,235.0,433.0,715.0,393.0,1030.0,478.0,404.0,416.0,412.0,332.0,457.0,171.0,80.0,69.1,588.0,47.0,9.0,40.0,676.0
1635.0,1574.0,1460.0,565.0,750.0,102.0,235.0,424.0,721.0,404.0,,359.0,345.0,317.0,395.0,293.0,463.0,155.0,75.0,51.2,608.0,56.0,14.0,20.0,
,1451.0,1382.0,490.0,685.0,114.0,235.0,442.0,683.0,397.0,810.0,466.0,395.0,393.0,422.0,387.0,467.0,168.0,75.0,72.0,538.0,65.0,1.0,45.0,669.0
1629.0,1550.0,1442.0,563.0,727.0,119.0,235.0,428.0,708.0,398.0,,409.0,367.0,413.0,430.0,304.0,467.0,177.0,73.0,59.2,595.0,71.0,6.0,30.0,
1630.0,1546.0,1439.0,550.0,723.0,120.0,235.0,429.0,721.0,388.0,972.0,402.0,356.0,357.0,415.0,307.0,470.0,172.0,75.0,59.5,577.0,55.0,25.0,41.0,730.0
1635.0,1568.0,1457.0,543.0,772.0,114.0,235.0,435.0,704.0,405.0,960.0,382.0,382.0,348.0,414.0,307.0,481.0,163.0,79.0,53.0,605.0,76.0,11.0,30.0,716.0
1649.0,1492.0,1392.0,575.0,728.0,103.0,236.0,447.0,716.0,387.0,,374.0,396.0,357.0,422.0,309.0,433.0,173.0,80.0,60.0,608.0,71.0,28.0,60.0,688.0
1566.0,1515.0,1405.0,555.0,728.0,112.0,236.0,455.0,671.0,415.0,,418.0,371.0,348.0,417.0,306.0,454.0,160.0,67.0,55.2,573.0,78.0,44.0,40.0,
,,,575.0,,114.0,236.0,457.0,668.0,412.0,,448.0,400.0,376.0,403.0,296.0,470.0,168.0,73.0,54.0,600.0,73.0,29.0,45.0,
,,,532.0,,112.0,236.0,444.0,568.0,414.0,830.0,478.0,376.0,402.0,414.0,352.0,475.0,149.0,74.0,61.5,558.0,80.0,50.0,30.0,
1731.0,1554.0,1452.0,538.0,770.0,119.0,236.0,427.0,689.0,391.0,914.0,437.0,392.0,408.0,442.0,324.0,478.0,174.0,69.0,71.0,587.0,117.0,6.0,36.0,774.0
,,,547.0,,123.0,236.0,417.0,590.0,372.0,,456.0,399.0,407.0,436.0,287.0,484.0,163.0,71.0,61.8,574.0,105.0,30.0,45.0,
,1595.0,1469.0,590.0,795.0,126.0,236.0,436.0,730.0,401.0,,389.0,353.0,333.0,424.0,302.0,485.0,184.0,73.0,54.0,649.0,95.0,21.0,35.0,
1634.0,1523.0,1458.0,577.0,687.0,160.0,236.0,388.0,752.0,343.0,1000.0,473.0,390.0,391.0,440.0,313.0,493.0,161.0,77.0,66.0,627.0,78.0,1.0,45.0,656.0
1580.0,1450.0,1334.0,543.0,682.0,106.0,237.0,430.0,698.0,390.0,1031.0,413.0,378.0,350.0,410.0,286.0,432.0,167.0,76.0,50.0,577.0,95.0,22.0,40.0,685.0
1892.0,1695.0,1602.0,606.0,801.0,150.0,237.0,477.0,783.0,432.0,1130.0,455.0,412.0,439.0,469.0,317.0,516.0,184.0,85.0,74.0,624.0,73.0,1.0,45.0,794.0
1745.0,1672.0,1576.0,606.0,823.0,151.0,237.0,486.0,747.0,441.0,,406.0,389.0,401.0,465.0,307.0,546.0,177.0,77.0,70.9,639.0,94.0,6.0,45.0,
1420.0,1403.0,1294.0,541.0,643.0,128.0,238.0,369.0,617.0,329.0,,458.0,378.0,349.0,389.0,328.0,452.0,146.0,68.0,61.0,571.0,113.0,31.0,40.0,
1567.0,1599.0,1484.0,560.0,733.0,153.0,239.0,475.0,714.0,425.0,894.0,506.0,419.0,401.0,476.0,352.0,464.0,195.0,74.0,79.0,587.0,35.0,,50.0,723.0
1647.0,1583.0,1470.0,584.0,727.0,117.0,239.0,454.0,704.0,424.0,,452.0,404.0,396.0,441.0,343.0,480.0,168.0,67.0,76.0,608.0,55.0,1.0,30.0,
,,,543.0,,117.0,239.0,420.0,709.0,380.0,,410.0,346.0,327.0,452.0,289.0,501.0,179.0,70.0,50.9,555.0,66.0,38.0,40.0,
,1548.0,1455.0,554.0,,119.0,239.0,438.0,693.0,408.0,,476.0,411.0,364.0,428.0,320.0,501.0,171.0,79.0,62.3,617.0,104.0,31.0,30.0,
,,,566.0,,128.0,239.0,470.0,666.0,435.0,,411.0,355.0,358.0,,285.0,504.0,,,,571.0,114.0,68.0,35.0,
,,,599.0,,105.0,239.0,535.0,745.0,500.0,1050.0,382.0,378.0,331.0,475.0,246.0,507.0,180.0,75.0,47.2,639.0,141.0,34.0,35.0,
1832.0,1703.0,1602.0,593.0,829.0,135.0,239.0,458.0,779.0,423.0,1100.0,367.0,383.0,378.0,483.0,266.0,519.0,197.0,80.0,63.5,618.0,41.0,1.0,35.0,818.0
1542.0,1427.0,1337.0,500.0,638.0,105.0,240.0,404.0,650.0,374.0,1010.0,443.0,342.0,343.0,397.0,283.0,432.0,153.0,71.0,53.3,530.0,55.0,1.0,30.0,654.0
1739.0,1537.0,1431.0,553.0,723.0,100.0,240.0,451.0,729.0,391.0,,408.0,376.0,358.0,428.0,231.0,459.0,164.0,75.0,51.0,597.0,67.0,2.0,60.0,
1878.0,1657.0,1570.0,602.0,812.0,116.0,240.0,482.0,800.0,452.0,1100.0,421.0,380.0,394.0,446.0,305.0,462.0,192.0,80.0,65.5,643.0,68.0,6.0,30.0,797.0
1621.0,1546.0,1464.0,584.0,713.0,145.0,240.0,440.0,787.0,398.0,983.0,501.0,424.0,463.0,460.0,372.0,474.0,176.0,75.0,88.5,646.0,71.0,9.0,42.0,
1643.0,1534.0,1446.0,566.0,728.0,129.0,240.0,392.0,747.0,349.0,1030.0,365.0,359.0,345.0,424.0,270.0,479.0,170.0,78.0,51.5,605.0,57.0,,43.0,689.0
,1490.0,,576.0,,132.0,240.0,444.0,683.0,406.0,770.0,415.0,384.0,364.0,410.0,307.0,510.0,156.0,73.0,60.6,576.0,58.0,50.0,38.0,
1748.0,1574.0,1404.0,575.0,710.0,135.0,240.0,484.0,710.0,434.0,1012.0,457.0,424.0,440.0,449.0,377.0,515.0,196.0,83.0,89.0,621.0,70.0,11.0,50.0,
,1541.0,,563.0,,88.0,241.0,443.0,746.0,405.0,,458.0,396.0,324.0,415.0,290.0,446.0,160.0,77.0,53.5,622.0,66.0,26.0,38.0,
1747.0,1605.0,1525.0,592.0,745.0,161.0,241.0,435.0,788.0,394.0,1060.0,469.0,427.0,386.0,437.0,327.0,487.0,164.0,74.0,79.0,,37.0,1.0,41.0,712.0
1633.0,1557.0,1445.0,572.0,726.0,136.0,241.0,451.0,695.0,406.0,,450.0,,374.0,426.0,254.0,493.0,182.0,76.0,54.7,600.0,66.0,30.0,45.0,
1676.0,1565.0,1446.0,557.0,789.0,120.0,241.0,457.0,700.0,397.0,1040.0,478.0,397.0,358.0,425.0,330.0,505.0,176.0,80.0,67.0,590.0,51.0,1.0,60.0,748.0
1668.0,1592.0,1491.0,569.0,733.0,141.0,241.0,404.0,760.0,361.0,1050.0,395.0,397.0,428.0,438.0,317.0,517.0,180.0,83.0,73.8,618.0,48.0,1.0,43.0,732.0
1750.0,1530.0,1434.0,557.0,667.0,121.0,241.0,407.0,730.0,367.0,1055.0,405.0,384.0,364.0,445.0,278.0,517.0,178.0,84.0,59.5,558.0,28.0,15.0,40.0,640.0
1795.0,1649.0,1522.0,552.0,768.0,138.0,241.0,463.0,709.0,432.0,1027.0,401.0,425.0,455.0,471.0,312.0,563.0,177.0,74.0,77.1,609.0,57.0,11.0,31.0,764.0
1638.0,1505.0,1422.0,547.0,695.0,130.0,242.0,415.0,691.0,380.0,1005.0,465.0,371.0,387.0,416.0,332.0,445.0,170.0,75.0,66.4,591.0,35.0,6.0,35.0,689.0
1635.0,1503.0,1405.0,563.0,723.0,112.0,242.0,425.0,704.0,375.0,,422.0,375.0,346.0,414.0,333.0,466.0,176.0,76.0,58.0,588.0,47.0,18.0,50.0,
1605.0,1582.0,1493.0,557.0,760.0,121.0,242.0,479.0,722.0,433.0,,456.0,394.0,389.0,436.0,290.0,482.0,165.0,70.0,,598.0,86.0,4.0,46.0,
1499.0,1607.0,1491.0,564.0,776.0,132.0,242.0,424.0,737.0,382.0,1100.0,380.0,391.0,349.0,429.0,266.0,501.0,178.0,76.0,62.3,612.0,73.0,1.0,42.0,787.0
,,,587.0,,108.0,242.0,456.0,641.0,441.0,,387.0,381.0,391.0,411.0,344.0,518.0,164.0,70.0,70.0,602.0,131.0,41.0,15.0,
,1630.0,,572.0,818.0,145.0,242.0,453.0,740.0,393.0,1060.0,503.0,436.0,450.0,472.0,315.0,559.0,181.0,78.0,78.0,603.0,47.0,18.0,60.0,784.0
1529.0,1453.0,1382.0,534.0,674.0,113.0,243.0,461.0,674.0,441.0,,416.0,371.0,378.0,429.0,322.0,444.0,167.0,82.0,63.7,567.0,61.0,31.0,20.0,
1572.0,1499.0,1146.0,521.0,695.0,130.0,243.0,425.0,670.0,377.0,1000.0,468.0,405.0,341.0,450.0,352.0,463.0,175.0,72.0,68.4,551.0,32.0,1.0,48.0,659.0
1587.0,1564.0,1474.0,591.0,751.0,141.0,243.0,425.0,732.0,375.0,1000.0,502.0,420.0,415.0,450.0,368.0,487.0,175.0,76.0,76.8,602.0,76.0,11.0,50.0,757.0
1719.0,1590.0,1497.0,592.0,664.0,144.0,243.0,494.0,688.0,449.0,,514.0,410.0,416.0,458.0,398.0,495.0,174.0,76.0,81.5,626.0,56.0,31.0,45.0,
1565.0,1535.0,1446.0,441.0,766.0,126.0,243.0,405.0,717.0,367.0,885.0,497.0,404.0,416.0,432.0,355.0,519.0,175.0,73.0,77.0,579.0,69.0,,38.0,761.0
1674.0,1573.0,1463.0,566.0,763.0,145.0,243.0,427.0,725.0,378.0,1030.0,410.0,418.0,407.0,432.0,313.0,527.0,175.0,77.0,73.5,609.0,68.0,1.0,49.0,739.0
1758.0,1615.0,1486.0,562.0,793.0,142.0,243.0,470.0,680.0,430.0,,491.0,376.0,399.0,474.0,338.0,545.0,186.0,80.0,79.2,600.0,126.0,37.0,40.0,
1520.0,1471.0,1343.0,541.0,700.0,148.0,244.0,406.0,708.0,366.0,,480.0,427.0,375.0,408.0,376.0,453.0,172.0,74.0,66.8,587.0,66.0,28.0,40.0,
1531.0,1536.0,1419.0,563.0,662.0,144.0,244.0,444.0,685.0,414.0,,393.0,348.0,378.0,419.0,318.0,458.0,162.0,72.0,60.5,589.0,134.0,8.0,30.0,
1618.0,1498.0,1415.0,536.0,729.0,123.0,244.0,446.0,691.0,406.0,1004.0,471.0,394.0,390.0,442.0,291.0,463.0,171.0,67.0,56.5,590.0,74.0,18.0,40.0,743.0
1920.0,1646.0,1532.0,590.0,770.0,139.0,244.0,474.0,723.0,424.0,1162.0,385.0,474.0,,385.0,297.0,490.0,182.0,70.0,73.2,,1.0,10.0,50.0,775.0
,,,553.0,,114.0,244.0,475.0,682.0,435.0,1010.0,445.0,413.0,335.0,421.0,352.0,495.0,172.0,69.0,67.9,605.0,77.0,27.0,40.0,
1879.0,1643.0,1530.0,586.0,754.0,128.0,245.0,450.0,760.0,415.0,1155.0,528.0,395.0,353.0,448.0,322.0,493.0,183.0,73.0,69.5,641.0,65.0,1.0,35.0,748.0
1644.0,1541.0,1442.0,550.0,735.0,139.0,245.0,433.0,691.0,393.0,1049.0,469.0,392.0,375.0,451.0,313.0,503.0,171.0,70.0,68.7,595.0,34.0,38.0,40.0,763.0
,,,562.0,,117.0,246.0,421.0,677.0,386.0,880.0,422.0,402.0,332.0,415.0,355.0,467.0,172.0,68.0,59.5,592.0,58.0,16.0,35.0,
1606.0,1632.0,1553.0,605.0,764.0,121.0,246.0,489.0,748.0,439.0,980.0,438.0,368.0,360.0,467.0,334.0,510.0,180.0,76.0,63.0,653.0,86.0,25.0,50.0,
,,,553.0,,126.0,246.0,415.0,651.0,390.0,,512.0,403.0,422.0,406.0,369.0,520.0,165.0,74.0,69.2,567.0,82.0,36.0,25.0,
1872.0,1653.0,1557.0,579.0,792.0,135.0,246.0,473.0,750.0,426.0,,495.0,402.0,362.0,444.0,325.0,530.0,171.0,78.0,71.0,620.0,45.0,15.0,47.0,
